JOB_ID,Ingest time,Deskew time,hocr time,Metadata time
cfc4f0aa-36bb-4d82-a408-318278aeb6a7,3104,13455,48650,424
cfc4f0aa-36bb-4d82-a408-318278aeb6a7,3104,13455,48650,424
cfc4f0aa-36bb-4d82-a408-318278aeb6a7,3104,13455,48650,424
cfc4f0aa-36bb-4d82-a408-318278aeb6a7,3104,13455,48650,424
cfc4f0aa-36bb-4d82-a408-318278aeb6a7,3104,13455,48650,424
